# Protocol 775 (Minecraft Java 26.1.x) packet id table - authoritative.
#
# Source: the official 26.1.2 server jar (server.jar sha1
# 97ccd4c0ed3f81bbb7bfacddd1090b0c56f9bc51). Vanilla registers packets with
# ProtocolInfoBuilder.addPacket from a static initialiser, and each call takes the
# next index, so the order of the `getstatic PacketTypes.<NAME>` instructions in
# that initialiser IS the id table. Extracted from bytecode (not from comment
# text) by target/vanilla-26.1.2/packets_from_jar.py.
#
# Format: <state> <direction> <id> <logical name>
# Consumed by crates/protocol/tests/packet_ids.rs, which fails when a constant in
# crates/protocol/src/ids.rs disagrees with this file.
handshake serverbound 0 intention
status serverbound 0 status_request
status serverbound 1 ping_request
status clientbound 0 status_response
status clientbound 1 pong_response
login serverbound 0 hello
login serverbound 1 key
login serverbound 2 custom_query_answer
login serverbound 3 login_acknowledged
login serverbound 4 cookie_response
login clientbound 0 login_disconnect
login clientbound 1 hello
login clientbound 2 login_finished
login clientbound 3 login_compression
login clientbound 4 custom_query
login clientbound 5 cookie_request
configuration serverbound 0 client_information
configuration serverbound 1 cookie_response
configuration serverbound 2 custom_payload
configuration serverbound 3 finish_configuration
configuration serverbound 4 keep_alive
configuration serverbound 5 pong
configuration serverbound 6 resource_pack
configuration serverbound 7 select_known_packs
configuration serverbound 8 custom_click_action
configuration serverbound 9 accept_code_of_conduct
configuration clientbound 0 cookie_request
configuration clientbound 1 custom_payload
configuration clientbound 2 disconnect
configuration clientbound 3 finish_configuration
configuration clientbound 4 keep_alive
configuration clientbound 5 ping
configuration clientbound 6 reset_chat
configuration clientbound 7 registry_data
configuration clientbound 8 resource_pack_pop
configuration clientbound 9 resource_pack_push
configuration clientbound 10 store_cookie
configuration clientbound 11 transfer
configuration clientbound 12 update_enabled_features
configuration clientbound 13 update_tags
configuration clientbound 14 select_known_packs
configuration clientbound 15 custom_report_details
configuration clientbound 16 server_links
configuration clientbound 17 clear_dialog
configuration clientbound 18 show_dialog
configuration clientbound 19 code_of_conduct
game serverbound 0 accept_teleportation
game serverbound 1 attack
game serverbound 2 block_entity_tag_query
game serverbound 3 bundle_item_selected
game serverbound 4 change_difficulty
game serverbound 5 change_game_mode
game serverbound 6 chat_ack
game serverbound 7 chat_command
game serverbound 8 chat_command_signed
game serverbound 9 chat
game serverbound 10 chat_session_update
game serverbound 11 chunk_batch_received
game serverbound 12 client_command
game serverbound 13 client_tick_end
game serverbound 14 client_information
game serverbound 15 command_suggestion
game serverbound 16 configuration_acknowledged
game serverbound 17 container_button_click
game serverbound 18 container_click
game serverbound 19 container_close
game serverbound 20 container_slot_state_changed
game serverbound 21 cookie_response
game serverbound 22 custom_payload
game serverbound 23 debug_subscription_request
game serverbound 24 edit_book
game serverbound 25 entity_tag_query
game serverbound 26 interact
game serverbound 27 jigsaw_generate
game serverbound 28 keep_alive
game serverbound 29 lock_difficulty
game serverbound 30 move_player_pos
game serverbound 31 move_player_pos_rot
game serverbound 32 move_player_rot
game serverbound 33 move_player_status_only
game serverbound 34 move_vehicle
game serverbound 35 paddle_boat
game serverbound 36 pick_item_from_block
game serverbound 37 pick_item_from_entity
game serverbound 38 ping_request
game serverbound 39 place_recipe
game serverbound 40 player_abilities
game serverbound 41 player_action
game serverbound 42 player_command
game serverbound 43 player_input
game serverbound 44 player_loaded
game serverbound 45 pong
game serverbound 46 recipe_book_change_settings
game serverbound 47 recipe_book_seen_recipe
game serverbound 48 rename_item
game serverbound 49 resource_pack
game serverbound 50 seen_advancements
game serverbound 51 select_trade
game serverbound 52 set_beacon
game serverbound 53 set_carried_item
game serverbound 54 set_command_block
game serverbound 55 set_command_minecart
game serverbound 56 set_creative_mode_slot
game serverbound 57 set_game_rule
game serverbound 58 set_jigsaw_block
game serverbound 59 set_structure_block
game serverbound 60 set_test_block
game serverbound 61 sign_update
game serverbound 62 spectate_entity
game serverbound 63 swing
game serverbound 64 teleport_to_entity
game serverbound 65 test_instance_block_action
game serverbound 66 use_item_on
game serverbound 67 use_item
